BudgetID,Financial_Year,PeriodKey,SegmentID,StandardItemID,FundID,CostCentreID,ProjectID,DetailedItemID,VoteID,Budget_Amount,Adjusted_Amount,Forecast_Amount,Budget_Version,Approval_Date
1064,2025,202408,1,8,4,7,,1,3,23253,12889,18220,1,7/1/2024
1065,2025,202408,2,1,1,20,,2,3,19614,41835,40412,1,7/1/2024
1066,2025,202407,3,8,4,18,,6,3,24423,33408,12253,1,7/1/2024
1067,2025,202408,4,2,3,9,,7,5,18150,12321,45700,1,7/1/2024
1068,2025,202408,2,1,4,2,,8,3,22167,42319,34819,1,7/1/2024
1069,2025,202409,2,3,4,15,,7,3,29705,30079,18028,1,7/1/2024
1070,2025,202408,2,1,4,18,,7,3,14528,43795,18700,1,7/1/2024
1071,2025,202409,1,5,2,26,,6,5,25336,22579,41588,1,7/1/2024
1072,2025,202407,4,2,2,7,,5,5,29361,10830,34948,1,7/1/2024
1073,2025,202407,1,6,1,37,,1,2,31709,22606,30757,1,7/1/2024
1074,2025,202409,3,6,3,2,,5,3,15484,27976,32870,1,7/1/2024
1075,2025,202409,2,8,3,38,,3,3,37777,20967,31905,1,7/1/2024
1076,2025,202408,3,8,4,16,,1,5,40613,43069,45669,1,7/1/2024
1077,2025,202408,3,5,3,7,,5,2,28623,29137,26896,1,7/1/2024
1078,2025,202407,2,6,1,4,,1,4,31938,27745,21831,1,7/1/2024
1079,2025,202407,3,3,1,26,,2,5,37842,29661,36981,1,7/1/2024
1080,2025,202409,2,6,4,19,,2,2,20661,15903,40516,1,7/1/2024
1081,2025,202407,5,4,4,10,,2,1,41905,21328,25280,1,7/1/2024
1082,2025,202408,2,3,2,40,,6,2,29041,12655,35647,1,7/1/2024
1083,2025,202408,5,1,1,5,,1,1,21697,44393,44946,1,7/1/2024
1084,2025,202408,4,3,4,9,,7,5,10226,19214,36960,1,7/1/2024
1085,2025,202408,5,6,2,27,,7,5,22321,14188,38895,1,7/1/2024
1086,2025,202408,3,3,4,27,,6,5,49085,30358,39145,1,7/1/2024
1087,2025,202408,3,6,3,16,,7,4,12729,26394,36913,1,7/1/2024
1088,2025,202408,4,6,4,6,,7,1,41276,16579,21296,1,7/1/2024
1089,2025,202408,1,1,3,40,,2,5,44773,44724,23727,1,7/1/2024
1090,2025,202408,5,2,1,6,,3,3,31508,41470,34923,1,7/1/2024
1091,2025,202407,3,4,3,12,,6,2,26366,44476,26301,1,7/1/2024
1092,2025,202408,3,4,4,18,,5,4,43118,34046,27603,1,7/1/2024
1093,2025,202407,3,2,3,21,,7,4,49015,17141,21645,1,7/1/2024
1094,2025,202408,2,3,1,10,,1,1,25453,49878,49738,1,7/1/2024
1095,2025,202408,3,5,2,17,,3,5,41160,30949,46803,1,7/1/2024
1096,2025,202408,1,3,4,31,,3,2,38316,37600,25685,1,7/1/2024
1097,2025,202409,3,5,3,19,,2,5,29527,11967,33280,1,7/1/2024
1098,2025,202407,5,5,3,37,,8,3,45048,20876,22785,1,7/1/2024
1099,2025,202407,5,1,4,36,,6,4,43105,39143,43134,1,7/1/2024
1100,2025,202409,5,8,4,33,,1,2,49345,25966,15751,1,7/1/2024
1101,2025,202409,1,1,4,28,,1,4,39380,39497,24002,1,7/1/2024
1102,2025,202408,1,3,3,31,,6,3,40180,33339,49835,1,7/1/2024
1103,2025,202408,2,3,4,4,,5,1,34644,38855,31440,1,7/1/2024
1104,2025,202407,5,1,4,22,,4,4,34401,27986,29697,1,7/1/2024
1105,2025,202408,2,2,3,10,,1,3,41057,48734,30621,1,7/1/2024
1106,2025,202407,1,8,4,11,,5,3,49290,30141,48243,1,7/1/2024
1107,2025,202407,3,1,4,36,,7,2,11579,26323,22426,1,7/1/2024
1108,2025,202409,4,3,3,33,,7,2,41228,22347,23602,1,7/1/2024
1109,2025,202409,2,1,4,7,,5,5,34518,19776,36509,1,7/1/2024
1110,2025,202407,4,1,3,9,,5,4,29720,44468,25172,1,7/1/2024
1111,2025,202408,2,6,4,40,,6,5,21105,20584,10011,1,7/1/2024
1112,2025,202409,3,8,1,23,,5,4,26967,14231,34616,1,7/1/2024
1113,2025,202409,1,3,3,18,,3,1,17372,46277,44533,1,7/1/2024
1114,2025,202407,4,5,1,25,,6,1,26658,25189,49071,1,7/1/2024
1115,2025,202409,3,2,1,34,,8,4,47012,13344,25068,1,7/1/2024
1116,2025,202409,5,3,4,21,,5,4,14818,27762,11979,1,7/1/2024
1117,2025,202408,4,1,1,1,,6,1,31366,10170,14326,1,7/1/2024
1118,2025,202409,3,2,2,32,,6,4,24024,37046,24691,1,7/1/2024
1119,2025,202407,1,8,1,2,,5,5,14411,26516,37592,1,7/1/2024
1120,2025,202408,5,1,1,15,,7,5,10526,14731,18911,1,7/1/2024
1121,2025,202407,2,5,4,20,,3,1,33161,28607,44839,1,7/1/2024
1122,2025,202408,5,4,1,7,,7,5,45511,45358,28484,1,7/1/2024
1123,2025,202409,2,5,1,15,,3,5,39495,38175,49826,1,7/1/2024
1124,2025,202409,4,7,1,17,,5,5,46488,45278,39088,1,7/1/2024
1125,2025,202408,2,8,4,33,,6,5,23547,36329,20719,1,7/1/2024
1126,2025,202409,1,2,4,37,,3,1,49498,27357,48236,1,7/1/2024
1127,2025,202408,1,7,4,20,,4,5,32418,16695,25139,1,7/1/2024
1128,2025,202408,2,3,2,1,,3,1,41449,21203,32132,1,7/1/2024
1129,2025,202407,3,1,3,34,,5,3,13137,38496,31193,1,7/1/2024
1130,2025,202407,2,4,4,25,,7,5,32274,32553,49890,1,7/1/2024
1131,2025,202407,1,1,1,28,,6,4,17741,18067,18667,1,7/1/2024
1132,2025,202409,3,2,4,33,,7,4,16335,24667,17856,1,7/1/2024
1133,2025,202409,1,6,2,22,,4,1,19095,27153,24872,1,7/1/2024
1134,2025,202408,3,8,1,5,,4,5,33684,32013,45887,1,7/1/2024
1135,2025,202407,1,4,2,37,,8,5,18933,11614,31313,1,7/1/2024
1136,2025,202409,3,6,2,21,,3,3,42023,23238,40520,1,7/1/2024
1137,2025,202407,5,4,3,32,,2,4,22391,18374,13575,1,7/1/2024
1138,2025,202407,1,1,3,10,,7,1,38570,27163,16547,1,7/1/2024
1139,2025,202408,3,6,4,32,,1,2,26853,17042,30466,1,7/1/2024
1140,2025,202409,5,7,1,3,,5,1,19551,36606,14372,1,7/1/2024
1141,2025,202407,3,4,1,15,,8,2,34589,47034,20338,1,7/1/2024
1142,2025,202409,2,8,3,33,,4,1,13057,31975,22250,1,7/1/2024
1143,2025,202408,3,1,3,10,,8,3,14796,34736,15787,1,7/1/2024
1144,2025,202409,3,1,3,11,,3,4,18626,45463,15221,1,7/1/2024
1145,2025,202409,1,6,2,31,,5,4,34071,19922,17704,1,7/1/2024
1146,2025,202409,4,2,4,29,,1,4,39030,26762,44754,1,7/1/2024
1147,2025,202408,5,1,1,21,,4,1,14873,11993,46800,1,7/1/2024
1148,2025,202407,2,3,1,13,,8,2,34995,49343,47433,1,7/1/2024
1149,2025,202409,3,5,3,19,,7,1,24387,46425,16526,1,7/1/2024
1150,2025,202408,4,6,2,37,,3,5,24032,21179,40726,1,7/1/2024
1151,2025,202407,5,3,4,1,,7,5,30275,44608,26329,1,7/1/2024
1152,2025,202407,2,6,4,16,,4,4,17046,42615,14724,1,7/1/2024
1153,2025,202408,2,8,3,5,,7,4,49678,38522,41649,1,7/1/2024
1154,2025,202409,2,5,4,8,,3,3,46497,45602,10227,1,7/1/2024
1155,2025,202407,5,3,3,6,,1,1,38424,21801,10866,1,7/1/2024
1156,2025,202407,5,1,1,27,,5,5,44966,32802,10684,1,7/1/2024
1157,2025,202407,2,8,2,33,,7,3,15726,37043,10450,1,7/1/2024
1158,2025,202408,1,4,3,27,,8,1,20369,47398,30937,1,7/1/2024
1159,2025,202407,5,5,2,31,,4,3,40921,24508,43407,1,7/1/2024
1160,2025,202408,5,6,1,8,,6,3,21669,47596,24796,1,7/1/2024
1161,2025,202409,5,6,4,21,,3,5,49746,16866,48967,1,7/1/2024
1162,2025,202408,5,1,1,37,,2,3,16709,12720,10512,1,7/1/2024
1163,2025,202408,4,6,4,32,,5,3,28124,21895,19336,1,7/1/2024
1164,2025,202409,2,8,1,37,,8,5,11997,17444,26321,1,7/1/2024
1165,2025,202407,1,2,4,4,,5,5,44081,17528,49239,1,7/1/2024
1166,2025,202408,3,1,2,20,,8,2,11531,11282,15316,1,7/1/2024
1167,2025,202407,3,1,3,9,,5,1,39960,38432,39059,1,7/1/2024
1168,2025,202408,5,3,1,35,,3,5,18553,28225,12829,1,7/1/2024
1169,2025,202408,2,7,1,34,,3,4,27880,46169,10401,1,7/1/2024
1170,2025,202409,5,3,2,40,,5,4,47181,47170,13032,1,7/1/2024
1171,2025,202409,1,6,2,17,,5,2,20570,40290,44710,1,7/1/2024
1172,2025,202409,2,2,3,29,,8,3,34459,39960,41712,1,7/1/2024
1173,2025,202408,3,1,2,3,,5,3,17715,40945,32271,1,7/1/2024
1174,2025,202408,5,2,3,38,,2,4,26491,37593,33656,1,7/1/2024
1175,2025,202409,4,8,1,28,,4,3,25173,48159,34185,1,7/1/2024
1176,2025,202407,5,4,3,7,,7,1,18724,36433,39381,1,7/1/2024
1177,2025,202407,2,5,4,21,,2,2,29437,23529,19674,1,7/1/2024
1178,2025,202407,1,8,2,29,,6,1,39741,19896,30920,1,7/1/2024
1179,2025,202408,5,4,4,29,,1,5,20953,16254,19181,1,7/1/2024
1180,2025,202409,3,2,2,19,,7,2,10105,39126,25055,1,7/1/2024
1181,2025,202408,1,4,2,6,,5,4,40786,41390,13179,1,7/1/2024
1182,2025,202409,4,5,4,23,,4,2,11070,31702,31999,1,7/1/2024
1183,2025,202409,5,7,1,37,,8,3,15386,19392,40744,1,7/1/2024
1184,2025,202409,2,1,1,15,,4,1,18855,41466,20265,1,7/1/2024
1185,2025,202408,1,1,1,20,,5,2,34690,38130,30407,1,7/1/2024
1186,2025,202407,3,6,3,34,,4,5,15724,14682,14399,1,7/1/2024
1187,2025,202409,1,4,2,21,,6,4,11986,48475,42042,1,7/1/2024
1188,2025,202407,1,7,1,15,,3,4,26262,36338,34453,1,7/1/2024
1189,2025,202408,3,6,1,40,,7,1,34388,20134,29690,1,7/1/2024
1190,2025,202407,3,8,1,2,,6,1,20355,40639,20497,1,7/1/2024
1191,2025,202407,3,1,4,7,,1,4,16070,11052,35917,1,7/1/2024
1192,2025,202409,2,7,3,2,,3,4,24194,39538,12388,1,7/1/2024
1193,2025,202407,4,8,2,40,,5,2,10857,24057,29514,1,7/1/2024
1194,2025,202407,3,8,1,6,,8,2,34149,27427,25865,1,7/1/2024
1195,2025,202407,3,2,1,9,,6,2,11175,38688,26349,1,7/1/2024
1196,2025,202409,4,1,2,35,,6,2,22640,17556,21089,1,7/1/2024
1197,2025,202409,3,2,4,22,,8,2,42520,49868,45239,1,7/1/2024
1198,2025,202407,5,4,4,19,,6,1,44674,15906,20176,1,7/1/2024
1199,2025,202409,4,2,1,39,,7,1,17643,42915,19918,1,7/1/2024
1200,2025,202407,3,2,3,30,,6,3,49511,22943,28925,1,7/1/2024
1201,2025,202408,2,3,2,6,,2,5,44817,45697,39237,1,7/1/2024
1202,2025,202409,4,8,3,39,,1,3,37498,27916,22658,1,7/1/2024
1203,2025,202409,4,8,2,25,,8,2,27507,25843,49155,1,7/1/2024
1204,2025,202407,3,8,4,13,,5,5,27808,35467,28362,1,7/1/2024
1205,2025,202409,3,7,2,33,,3,3,20844,23108,44983,1,7/1/2024
1206,2025,202408,4,4,3,26,,5,1,29735,45179,33351,1,7/1/2024
1207,2025,202409,4,3,1,16,,7,1,16615,19984,32334,1,7/1/2024
1208,2025,202407,2,2,1,28,,8,2,30973,29275,42056,1,7/1/2024
1209,2025,202409,5,1,1,19,,5,4,13738,46872,42730,1,7/1/2024
1210,2025,202408,4,7,2,14,,1,3,26367,38701,25568,1,7/1/2024
1211,2025,202408,5,2,3,23,,3,4,10016,37062,28389,1,7/1/2024
1212,2025,202407,5,2,3,22,,8,2,25834,45948,17494,1,7/1/2024
1213,2025,202407,1,1,4,19,,6,4,29943,44162,49171,1,7/1/2024
1214,2025,202407,1,6,1,3,,1,2,11076,43918,33395,1,7/1/2024
1215,2025,202408,2,2,3,1,,1,1,18970,13783,35569,1,7/1/2024
1216,2025,202407,1,4,2,21,,4,5,43211,24487,40579,1,7/1/2024
1217,2025,202407,4,3,1,18,,6,1,32928,29205,38300,1,7/1/2024
1218,2025,202409,2,5,2,3,,2,3,13066,22182,26245,1,7/1/2024
1219,2025,202408,2,7,4,8,,6,4,49404,43201,46992,1,7/1/2024
1220,2025,202407,4,8,4,27,,7,4,16477,35906,13664,1,7/1/2024
1221,2025,202409,5,8,4,18,,2,3,49488,43556,13187,1,7/1/2024
1222,2025,202407,4,5,1,5,,2,1,49282,23844,18847,1,7/1/2024
1223,2025,202408,4,6,1,21,,6,2,16807,49375,17526,1,7/1/2024
1224,2025,202408,1,1,4,35,,7,5,22306,12655,14025,1,7/1/2024
1225,2025,202409,2,4,1,36,,7,3,25311,11462,46261,1,7/1/2024
1226,2025,202407,2,6,1,17,,4,4,36728,35301,26699,1,7/1/2024
1227,2025,202408,3,3,1,27,,3,3,22382,14338,44444,1,7/1/2024
1228,2025,202408,2,1,1,25,,1,2,19324,35836,28416,1,7/1/2024
1229,2025,202407,4,6,1,10,,5,1,49894,17366,30806,1,7/1/2024
1230,2025,202409,1,4,3,28,,7,3,39626,23845,25529,1,7/1/2024
1231,2025,202409,4,6,4,20,,3,5,17384,36704,27202,1,7/1/2024
1232,2025,202407,5,4,4,9,,5,3,34932,27827,19640,1,7/1/2024
1233,2025,202409,2,1,4,24,,6,3,10744,49168,15093,1,7/1/2024
1234,2025,202408,4,6,3,21,,6,5,44178,33466,37740,1,7/1/2024
1235,2025,202407,5,3,4,37,,7,2,28391,49228,14143,1,7/1/2024
1236,2025,202407,1,2,4,32,,2,1,13330,43245,31386,1,7/1/2024
1237,2025,202408,3,7,4,40,,1,3,34454,43845,48704,1,7/1/2024
1238,2025,202407,2,6,2,29,,5,1,11333,10271,32349,1,7/1/2024
1239,2025,202408,1,1,2,39,,7,3,40448,43954,17086,1,7/1/2024
1240,2025,202408,5,5,1,10,,4,1,28074,23669,19310,1,7/1/2024
1241,2025,202408,5,3,2,25,,8,3,40485,34666,10293,1,7/1/2024
1242,2025,202409,2,2,1,39,,5,2,31261,10698,43062,1,7/1/2024
1243,2025,202409,1,4,4,6,,2,1,17616,28793,42986,1,7/1/2024
1244,2025,202407,2,5,4,23,,4,3,14945,37187,39579,1,7/1/2024
1245,2025,202409,1,1,1,36,,4,1,49953,25833,19439,1,7/1/2024
1246,2025,202409,2,7,3,12,,2,5,32225,43627,26368,1,7/1/2024
1247,2025,202408,3,6,1,25,,2,4,45974,21389,12794,1,7/1/2024
1248,2025,202407,1,6,4,7,,4,4,28536,49080,13392,1,7/1/2024
1249,2025,202409,5,5,4,39,,7,4,38803,14719,25662,1,7/1/2024
1250,2025,202409,5,6,4,17,,2,4,22988,10875,35790,1,7/1/2024
1251,2025,202408,2,2,4,16,,4,4,27388,36791,11080,1,7/1/2024
1252,2025,202408,4,4,3,10,,4,2,31235,17126,24571,1,7/1/2024
1253,2025,202407,1,4,2,33,,7,2,11617,25343,12282,1,7/1/2024
1254,2025,202409,2,2,2,23,,3,2,34841,49016,18320,1,7/1/2024
1255,2025,202407,3,6,3,25,,5,3,42785,32285,20777,1,7/1/2024
1256,2025,202407,2,5,4,10,,1,5,49806,48029,35031,1,7/1/2024
1257,2025,202409,1,6,4,37,,1,5,42367,21106,12069,1,7/1/2024
1258,2025,202407,2,1,1,16,,8,3,37702,31624,23247,1,7/1/2024
1259,2025,202409,4,3,4,38,,5,3,37910,44965,35955,1,7/1/2024
1260,2025,202409,4,1,2,19,,4,1,19590,17587,37426,1,7/1/2024
1261,2025,202409,4,6,2,25,,2,2,24300,36889,17325,1,7/1/2024
1262,2025,202408,3,8,1,27,,7,1,49049,33349,48530,1,7/1/2024
1263,2025,202407,1,6,3,1,,3,1,39024,10220,20156,1,7/1/2024
1264,2025,202407,3,8,4,23,,2,4,26709,17152,21090,1,7/1/2024
1265,2025,202409,4,7,1,38,,3,5,31383,25935,14362,1,7/1/2024
1266,2025,202407,1,2,2,9,,7,3,27718,20090,17786,1,7/1/2024
1267,2025,202407,5,8,1,9,,7,2,14065,31862,24788,1,7/1/2024
1268,2025,202409,2,1,4,31,,1,2,44407,38825,21837,1,7/1/2024
1269,2025,202408,1,7,3,9,,4,4,44574,38214,27469,1,7/1/2024
1270,2025,202407,5,7,2,37,,5,4,30599,16542,19137,1,7/1/2024
1271,2025,202408,2,6,2,25,,3,3,43098,38065,37782,1,7/1/2024
1272,2025,202407,5,7,3,6,,5,5,28154,27889,13315,1,7/1/2024
1273,2025,202407,4,5,3,11,,3,3,35907,40114,11979,1,7/1/2024
1274,2025,202407,3,7,4,20,,3,2,15455,24453,34729,1,7/1/2024
1275,2025,202408,1,8,3,8,,6,1,38799,16748,14806,1,7/1/2024
1276,2025,202409,4,7,1,40,,4,4,20201,25910,19370,1,7/1/2024
1277,2025,202409,3,5,3,23,,4,5,32527,48384,38579,1,7/1/2024
1278,2025,202408,4,1,3,16,,4,1,44090,46352,42258,1,7/1/2024
1279,2025,202408,1,6,3,1,,6,5,46380,18724,37916,1,7/1/2024
1280,2025,202408,2,5,2,3,,2,4,34668,26306,33649,1,7/1/2024
1281,2025,202407,2,5,3,30,,7,4,35531,37201,42318,1,7/1/2024
1282,2025,202409,4,2,3,25,,8,4,49228,39987,12763,1,7/1/2024
1283,2025,202407,5,3,4,30,,2,5,15475,36165,35414,1,7/1/2024
1284,2025,202409,1,2,3,17,,7,4,42408,30681,19624,1,7/1/2024
1285,2025,202407,2,3,3,37,,5,5,24474,27986,26070,1,7/1/2024
1286,2025,202409,4,6,2,35,,8,1,46216,43656,13300,1,7/1/2024
1287,2025,202408,3,2,3,23,,6,1,49408,36276,32468,1,7/1/2024
1288,2025,202408,5,7,3,15,,3,3,45818,26594,13305,1,7/1/2024
1289,2025,202409,2,6,4,16,,4,1,40505,34605,49450,1,7/1/2024
1290,2025,202408,2,6,1,38,,1,3,32125,32053,12321,1,7/1/2024
1291,2025,202409,5,4,2,17,,2,2,10999,10185,45127,1,7/1/2024
1292,2025,202408,4,5,1,12,,6,1,38700,48912,13923,1,7/1/2024
1293,2025,202408,2,7,3,9,,4,5,29046,35388,37384,1,7/1/2024
1294,2025,202407,1,8,2,2,,3,2,15899,15387,21021,1,7/1/2024
1295,2025,202408,2,3,1,33,,8,3,46299,39576,19475,1,7/1/2024
1296,2025,202408,5,6,4,3,,8,1,20575,36685,16980,1,7/1/2024
1297,2025,202409,4,8,1,12,,5,2,28091,32321,46930,1,7/1/2024
1298,2025,202407,5,5,2,33,,6,3,23108,28201,13821,1,7/1/2024
1299,2025,202407,3,3,1,28,,8,5,13081,49046,10816,1,7/1/2024
1300,2025,202409,2,2,2,38,,7,5,16289,12455,12016,1,7/1/2024
1301,2025,202408,3,2,4,37,,5,5,49343,15941,25767,1,7/1/2024
1302,2025,202408,1,8,4,27,,3,2,17216,34511,46177,1,7/1/2024
1303,2025,202408,1,8,1,4,,2,1,43142,24968,11298,1,7/1/2024
1304,2025,202408,3,2,3,21,,4,2,36950,48078,43380,1,7/1/2024
1305,2025,202409,1,8,2,28,,8,5,29161,21932,38518,1,7/1/2024
1306,2025,202407,5,8,1,26,,5,3,10630,44847,46867,1,7/1/2024
1307,2025,202408,4,7,1,1,,1,3,27907,28382,46388,1,7/1/2024
1308,2025,202407,2,7,4,40,,7,3,48188,24893,38467,1,7/1/2024
1309,2025,202408,3,5,3,36,,4,3,33867,15612,28156,1,7/1/2024
1310,2025,202408,4,2,4,36,,5,5,17500,24448,24414,1,7/1/2024
1311,2025,202408,5,4,2,30,,2,4,47910,21933,35862,1,7/1/2024
1312,2025,202408,4,8,1,28,,2,5,48545,28274,15078,1,7/1/2024
1313,2025,202407,5,7,2,39,,6,5,17826,44694,38016,1,7/1/2024
1314,2025,202409,5,5,3,16,,8,3,24534,10469,16741,1,7/1/2024
1315,2025,202407,3,5,1,38,,5,5,11963,13686,18511,1,7/1/2024
1316,2025,202409,5,6,3,3,,4,2,40070,31646,49347,1,7/1/2024
1317,2025,202408,5,7,4,18,,3,1,36935,13858,25955,1,7/1/2024
1318,2025,202408,2,2,3,22,,4,5,13929,38996,10259,1,7/1/2024
1319,2025,202409,3,8,2,4,,6,1,20953,21974,39776,1,7/1/2024
1320,2025,202407,5,5,1,35,,3,5,26170,31209,47633,1,7/1/2024
1321,2025,202407,4,2,2,21,,7,2,31067,24630,49975,1,7/1/2024
1322,2025,202409,1,3,1,15,,5,2,41375,27608,39051,1,7/1/2024
1323,2025,202408,5,5,4,38,,2,5,22306,22556,41536,1,7/1/2024
1324,2025,202408,1,2,1,13,,1,2,48680,44197,19645,1,7/1/2024
1325,2025,202409,2,1,4,35,,5,1,44027,40861,14901,1,7/1/2024
1326,2025,202409,4,2,3,35,,5,4,29565,12961,33714,1,7/1/2024
1327,2025,202409,3,8,3,21,,5,2,40848,29633,38636,1,7/1/2024
1328,2025,202409,2,3,1,7,,2,1,27122,19874,13281,1,7/1/2024
1329,2025,202408,3,8,3,17,,1,4,16564,42453,32286,1,7/1/2024
1330,2025,202409,4,8,4,31,,1,1,33828,26274,47076,1,7/1/2024
1331,2025,202408,3,4,4,40,,6,5,47284,40017,48817,1,7/1/2024
1332,2025,202409,4,1,2,36,,5,2,47769,27481,17703,1,7/1/2024
1333,2025,202408,1,8,1,2,,6,5,27934,13247,25723,1,7/1/2024
1334,2025,202407,4,3,3,1,,2,1,21846,29056,26546,1,7/1/2024
1335,2025,202407,2,3,1,11,,4,1,46560,28225,35839,1,7/1/2024
1336,2025,202407,5,2,2,19,,7,3,41474,19908,11400,1,7/1/2024
1337,2025,202408,4,6,2,37,,4,3,48028,29245,46970,1,7/1/2024
1338,2025,202407,1,4,3,32,,6,5,42800,16696,41093,1,7/1/2024
1339,2025,202407,1,7,3,13,,3,1,19854,37189,10652,1,7/1/2024
1340,2025,202409,2,5,2,31,,7,2,38285,29146,40501,1,7/1/2024
1341,2025,202407,3,3,2,20,,8,2,28294,30135,47840,1,7/1/2024
1342,2025,202408,5,7,3,39,,6,1,21040,18385,27699,1,7/1/2024
1343,2025,202408,5,7,4,12,,1,3,46324,49959,11218,1,7/1/2024
1344,2025,202409,2,4,4,16,,6,1,15290,29000,43567,1,7/1/2024
1345,2025,202407,5,3,1,6,,8,2,28000,19237,15115,1,7/1/2024
1346,2025,202408,4,7,2,9,,7,5,29620,28973,21401,1,7/1/2024
1347,2025,202409,3,3,1,5,,7,5,17648,13576,43123,1,7/1/2024
1348,2025,202408,5,8,4,32,,8,3,26747,35304,44106,1,7/1/2024
1349,2025,202407,2,6,2,33,,1,2,13301,46751,31314,1,7/1/2024
1350,2025,202408,4,4,2,37,,8,3,18868,18908,27416,1,7/1/2024
1351,2025,202408,3,8,1,26,,4,1,24894,10652,44564,1,7/1/2024
1352,2025,202408,4,8,1,24,,5,4,19149,31007,12123,1,7/1/2024
1353,2025,202409,5,7,2,7,,7,2,28015,18644,41238,1,7/1/2024
1354,2025,202408,2,1,1,4,,8,5,36821,23592,13728,1,7/1/2024
1355,2025,202408,5,7,4,34,,2,4,46544,28795,15478,1,7/1/2024
1356,2025,202409,5,7,2,40,,7,2,12738,13508,18190,1,7/1/2024
1357,2025,202409,4,6,1,19,,2,1,44200,40706,21778,1,7/1/2024
1358,2025,202409,5,5,1,22,,6,5,44332,20100,31357,1,7/1/2024
1359,2025,202407,1,1,3,12,,6,4,29087,31043,24353,1,7/1/2024
1360,2025,202407,5,4,2,15,,6,3,34910,29667,32374,1,7/1/2024
1361,2025,202409,1,6,3,34,,6,3,41922,30169,37016,1,7/1/2024
1362,2025,202409,3,2,3,25,,1,2,35337,30556,10407,1,7/1/2024
1363,2025,202409,3,1,1,14,,6,2,22028,29845,27319,1,7/1/2024
1364,2025,202408,4,2,2,9,,5,4,31907,30416,41156,1,7/1/2024
1365,2025,202407,5,4,4,30,,3,4,18777,46495,26235,1,7/1/2024
1366,2025,202408,4,2,2,14,,5,4,16588,47093,22699,1,7/1/2024
1367,2025,202407,4,2,3,24,,4,1,17170,30862,28968,1,7/1/2024
1368,2025,202407,4,1,4,33,,3,5,44435,17908,34600,1,7/1/2024
1369,2025,202408,3,6,3,13,,2,1,38086,47424,44471,1,7/1/2024
1370,2025,202408,4,8,1,8,,1,4,31297,14927,12642,1,7/1/2024
1371,2025,202408,2,4,4,13,,4,1,31835,11379,27404,1,7/1/2024
1372,2025,202407,5,8,4,6,,7,5,24996,49840,44448,1,7/1/2024
1373,2025,202408,2,3,2,24,,4,3,12353,14444,10052,1,7/1/2024
1374,2025,202407,3,6,1,10,,7,5,33370,11509,20488,1,7/1/2024
1375,2025,202408,3,8,1,40,,7,2,17179,23718,24270,1,7/1/2024
1376,2025,202409,1,4,1,38,,3,2,19487,43260,42248,1,7/1/2024
1377,2025,202407,4,5,3,40,,6,5,45519,13070,13584,1,7/1/2024
1378,2025,202408,1,4,1,37,,4,2,26664,12772,25561,1,7/1/2024
1379,2025,202407,2,4,3,34,,7,2,18521,17025,32101,1,7/1/2024
1380,2025,202409,5,3,1,26,,1,3,30369,12050,14927,1,7/1/2024
1381,2025,202407,1,7,2,17,,8,2,39608,40475,33686,1,7/1/2024
1382,2025,202408,3,2,2,37,,2,3,31067,26265,42425,1,7/1/2024
1383,2025,202409,4,5,2,8,,1,2,11023,32163,39870,1,7/1/2024
1384,2025,202407,4,1,3,2,,3,5,22362,10422,20663,1,7/1/2024
1385,2025,202409,1,6,4,35,,7,4,44892,18510,42249,1,7/1/2024
1386,2025,202408,2,4,1,9,,7,3,31225,18117,14036,1,7/1/2024
1387,2025,202408,3,7,3,1,,2,1,19791,44788,41398,1,7/1/2024
1388,2025,202407,1,5,4,17,,2,5,43347,30420,30226,1,7/1/2024
1389,2025,202408,4,5,3,4,,3,3,44884,28001,44222,1,7/1/2024
1390,2025,202408,4,1,4,12,,5,3,36354,36718,44418,1,7/1/2024
1391,2025,202409,1,1,3,14,,6,5,46599,30862,40954,1,7/1/2024
1392,2025,202407,4,3,3,18,,2,2,37724,31115,32390,1,7/1/2024
1393,2025,202407,4,1,2,29,,4,1,10413,13811,39754,1,7/1/2024
1394,2025,202409,4,1,4,11,,7,1,14898,19357,17503,1,7/1/2024
1395,2025,202409,5,5,3,11,,5,2,36912,10477,25637,1,7/1/2024
1396,2025,202409,3,7,3,16,,6,3,44235,47151,33829,1,7/1/2024
1397,2025,202407,5,4,3,1,,4,1,48732,37013,29233,1,7/1/2024
1398,2025,202408,4,6,3,14,,7,2,46828,47803,35331,1,7/1/2024
1399,2025,202409,4,1,1,31,,1,4,19304,22898,23183,1,7/1/2024
1400,2025,202409,1,5,4,3,,3,2,19225,17708,41105,1,7/1/2024
1401,2025,202407,3,6,3,30,,1,1,47879,37567,41950,1,7/1/2024
1402,2025,202407,3,7,3,26,,1,3,15101,38143,22795,1,7/1/2024
1403,2025,202407,1,7,3,12,,5,3,25713,29421,30384,1,7/1/2024
1404,2025,202407,3,7,3,36,,8,2,30701,39908,24413,1,7/1/2024
1405,2025,202409,2,6,1,26,,5,5,37548,29365,38070,1,7/1/2024
1406,2025,202409,4,5,1,26,,8,4,15142,42669,25953,1,7/1/2024
1407,2025,202407,2,3,2,10,,1,1,17768,15232,23923,1,7/1/2024
1408,2025,202409,3,4,2,7,,7,3,47028,34293,21245,1,7/1/2024
1409,2025,202407,3,3,1,27,,4,2,33160,23367,26395,1,7/1/2024
1410,2025,202408,4,4,1,8,,2,1,13120,17564,21008,1,7/1/2024
